smiles,pIC50
CCOC(=O)C(Cc1cnccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2,7.775
CCOC(=O)C(Cc1ncccn1)OC(=O)Nc1c(C)cccc1C,6.21
CCOC(=O)C(Cc1ncccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2,7.74
CCOC(=O)C(Cn1cc(C#N)cn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2,8.295
CCOC(=O)C(Cn1cccn1)OC(=O)Nc1c(C)cccc1C,6.244999999999999
CCOC(=O)C(Cn1cccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2,7.244999999999999
CCOC(=O)C(Cn1cncn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2,8.32
CCOC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.8
CCOC(=O)CNC(=O)Nc1cc2c(c3c1CCCC3)CCC2,5.51
CCOC(=O)COC(=O)Nc1c(C(C)C)cccc1C(C)C,5.0
CCOC(=O)COC(=O)Nc1c(C)cc(C)cc1C,5.82
CCOC(=O)COC(=O)Nc1c(C)cccc1C,5.995
CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)(C)C,5.109999999999999
CCOC(=O)COC(=O)Nc1c(C)cccc1C(C)C,6.125
CCOC(=O)COC(=O)Nc1c(C)cccc1CC,5.720000000000001
CCOC(=O)COC(=O)Nc1c(CC)cccc1CC,5.49
CCOC(=O)COC(=O)Nc1c(Cl)cccc1Cl,5.52
CCOC(=O)COC(=O)Nc1c(F)cccc1F,5.375
CCOC(=O)COC(=O)Nc1c2c(cc3c1CCC3)CCC2,6.18
CCOC(=O)COC(=O)Nc1cc(C)ccc1C,5.775
CCOC(=O)COC(=O)Nc1cccc(C)c1C,5.285
CCOC(=O)COC(=O)Nc1ccccc1C#N,5.215
CCOC(=O)COC(=O)Nc1ccccc1C(C)C,5.529999999999999
CCOC(=O)Cn1nc(Cc2ccccc2Cl)oc1=O,5.295
CCOC(=O)[C@@H](Cc1cnccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,6.7
CCOC(=O)[C@@H](Cc1ncccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,7.44
CCOC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,6.03
CCOC(=O)c1coc(Nc2c3c(cc4c2CCC4)CCC3)n1,6.09
CCOC(=O)c1nnc(Nc2c3c(cc4c2CCC4)CCC3)o1,5.05
CCOc1cc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)ccc1-c1cccc(F)c1,6.57
CCOc1cc(C(=O)N(C)Cc2ccc(C)c3cn[nH]c23)ccc1-c1cccc(F)c1,7.66
CCOc1cc(C(=O)N(C)Cc2ccc(Cl)c3cn[nH]c23)ccc1-c1cccc(F)c1,6.54
CCOc1cc(C(=O)N(C)Cc2ccc(F)c3cn[nH]c23)ccc1-c1cccc(F)c1,7.48
CCOc1cc(C(=O)N(C)Cc2ccc(OC)c3cn[nH]c23)ccc1-c1cccc(F)c1,6.2
CCOc1cc(C(=O)N(C)Cc2ccc(OCF)c3cn[nH]c23)ccc1-c1cccc(F)c1,6.95
CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cc(F)cc(C#N)c1,7.85
CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccc(F)c(F)c1,7.55
CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C#N)c1,7.09
CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C(F)(F)F)c1,7.28
CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,7.6
CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccc1,7.77
CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccc1F,6.7
CCOc1ccc(CC(=O)Nc2cccc(O)c2)cc1,6.41
CCOc1ccc2cc(-c3ccc4c(c3NC(=O)NS(=O)(=O)c3cc(C(C)(C)O)co3)CCC4)ccc2c1,7.14
CCS(=O)(=O)Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,7.1
CCSCc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,7.03
CC[S+]([O-])Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,6.61
CCc1c(-c2cccc(F)c2)c(C(C)C)nn(CC(=O)Nc2ncncc2F)c1=O,4.45
CCc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,5.06
CCc1cc(N[C@@H]2CCCN(CC)C2)nnc1-c1ccc(C#N)cc1O,8.125
CCc1cc2c(c(O)c1-c1nnc(N[C@@H]3CCCN(CC)C3)c(=O)n1C)CCO2.O=CO,8.05
CCc1nn(CC(=O)N(C)c2ccccc2)c(=O)c2cc3sccc3n12,4.09
CCc1nn(CC(=O)NC)c(=O)c2cc3sccc3n12,5.58
CCc1nn(CC(=O)NC2CCCNC2)c(=O)c2cc3sccc3n12,5.94
CCc1nn(CC(=O)Nc2cccc(C(C)=O)c2)c(=O)c2cc3sccc3n12,6.075
CCc1nn(CC(=O)Nc2cccc(O)c2)c(=O)c2cc3sccc3n12,7.37
CCc1nn(CC(=O)Nc2ccccc2)c(=O)c2cc3sccc3n12,6.48
CCc1nn(CC(=O)Nc2cccnc2)c(=O)c2cc3sccc3n12,6.01
CCc1nn(CC(=O)Nc2ccncn2)c(=O)c2cc3sccc3n12,6.98
CCn1c(-c2ccccc2)nc2cc(C)ccc21,5.0
CCn1c(NC(=O)Cn2nc(C(F)(F)F)c(Cl)c2C)nc2ccccc21,4.73
CN(C(=O)Cc1ccc2cc[nH]c2c1)c1cccc(O)c1,5.15
CN(C)C(=O)c1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,6.46
CN(C)C/C=C/S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)C=CC2,8.44
CN(C)C/C=C/S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,8.49
CN(C)CC1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,5.62
CN(C)S(=O)(=O)NC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,7.3
CN(C)S(=O)(=O)NC(=O)c1coc(Nc2c3c(cc4c2CCC4)CCC3)n1,6.215
CN(C)[C@@H]1CCCC[C@H]1N(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,6.2
CN(C)[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,7.89
CN(C)c1ccc(-c2c(O)cc(Cl)cc2Cl)nn1,5.83
CN(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2n[se]nc12,7.0
CN(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,7.22
CN(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nsnc12,7.31
CN(C)c1cccc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cccc12,5.04
CN(C)c1nn(CC(=O)N[C@H]2C[C@@](C)(O)C2)c(=O)c2cc3sccc3n12,7.77
CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2CC2)c1,7.85
CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2CCC2)c1,7.08
CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OC2COC2)c1,6.17
CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OCC(F)F)c1,6.89
CN1CCCC(c2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)C1,5.31
CN1CCC[C@@H](N(C)c2nnc(-c3ccc(C(F)(F)F)cc3O)n3ccnc23)C1,7.33
CN1CCC[C@@H](NC(=O)Cn2nc(C(C)(C)O)n3c(cc4sc(Cl)cc43)c2=O)C1,6.67
CN1CCC[C@@H](Nc2cc(C(F)(F)F)c(-c3ccc(C(F)(F)F)cc3O)nn2)C1,9.4
CN1CCC[C@@H](Nc2ccc(-c3c(O)cc(Cl)cc3Cl)nn2)C1,8.26
CN1CCC[C@@H](Nc2ccc(-c3ccc(C(F)(F)F)cc3O)nn2)C1,8.35
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3)n3ccnc23)C1,6.55
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3c2CCC3)C1,7.17
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3c2CCCC3)C1,8.68
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3c2COC3)C1,9.07
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3ccccc23)C1,8.7
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3cccn23)C1,8.43
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3cccnc23)C1,8.89
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3ccnn23)C1,6.27
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3ncccc23)C1,8.74
CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)n3ccnc23)C1,7.63
CN1CCC[C@@H](Nc2nnc(-c3ccc(Cl)cc3O)n3ccnc23)C1,8.17
CN1CCC[C@@H](Nc2nnc(-c3ccc(OC(F)(F)F)cc3O)n3ccnc23)C1,8.08
CN1CCC[C@@H](Nc2nnc(-c3ccccc3O)n3ccnc23)C1,7.09
CN1CCC[C@]1(C)/C=C/S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,8.06
CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc(C(F)(F)F)c4)C3=O)cc2)CC1,5.57
CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc(OC(F)(F)F)c4)C3=O)cc2)CC1,5.59
CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc([N+](=O)[O-])c4)C3=O)cc2)CC1,5.53
CN1CCN(C(=O)c2cnc(Nc3c4c(cc5c3CCC5)CCC4)o2)S1(=O)=O,6.52
CN1CCOC(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)C1,5.06
CN1CCOCC1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,5.22
CN1CCn2ncc(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)c2C1=O,5.21
CN1C[C@@H](F)C[C@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)n3ccnc23)C1,5.61
CN1C[C@H](F)C[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3ccnn23)C1,7.5
CN1C[C@H](F)C[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)n3ccnc23)C1,7.66
CN1C[C@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3ccnn23)CC(F)(F)C1,6.02
CN1C[C@]2(C)CCCN2[C@H](CS(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)C1(C)C,8.14
CNC(=O)[C@H]1CCC[C@@H](Nc2nnc(-c3ccc4c(c3O)CCO4)c3ccncc23)C1,8.0
CNS(=O)(=O)c1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1,5.49
CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,7.29
CN[C@H]1COc2c(S(=O)(=O)NC(=O)Nc3c(-c4ccc([N+](=O)[O-])cc4)ccc4c3CCC4)cnn2C1,6.58
CN[C@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,5.85
COC(=O)C(Cc1cccc(O)c1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.7
COC(=O)C(Cc1ccccc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,4.85
COC(=O)C(Cc1ccccc1O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.6
COC(=O)CCN1CCC[C@H](Nc2nc3nc(-c4c(C)cc(Cl)cc4O)ccc3o2)C1,9.22
COC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.46
COC(=O)[C@@H](Cc1ccc(C#N)cc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.82
COC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.57
COC(=O)[C@@H](Cc1cccc(C#N)c1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.82
COC(=O)[C@@H](Cc1ccccc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.21
COC(=O)[C@@H](Cc1ccccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.38
COC(=O)[C@@H](Cc1cccnc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.82
COC(=O)[C@@H](Cc1cccnn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.48
COC(=O)[C@@H](Cc1cncnc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,5.35
COC(=O)c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1,4.86
COC(=O)c1ccc(S(=O)(=O)Nc2ccc3c(c2)N(S(C)(=O)=O)CCC3)cc1,4.84
COC(=O)c1csc(S(=O)(=O)NC(=O)Nc2c(-c3ccc([N+](=O)[O-])cc3)ccc3c2CCC3)c1,6.48
COC1CN([C@@H]2COc3c(S(=O)(=O)NC(=O)Nc4c5c(cc6c4CCC6)CCC5)cnn3C2)C1,7.92
COCCCNC(=O)c1ccc(Cn2c(SCC3CCCC3)nc3ccncc32)cc1,4.57
COCCCNC(=O)c1ccc(Cn2c(SCC3CCCCC3)nc3ccncc32)cc1,4.94
COCCCNC(=O)c1ccc(Cn2c(SCC=C(C)C)nc3ccncc32)cc1,4.48
COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(Br)cc3)nc3ccncc32)cc1,4.54
COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(C#N)cc3)nc3ccncc32)cc1,4.61
COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(C(F)(F)F)cc3)nc3ccncc32)cc1,4.88
COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(F)cc3)nc3ccncc32)cc1,4.74
COCCCNC(=O)c1ccc(Cn2c(SCc3ccc(F)nc3)nc3ccncc32)cc1,4.28
COCCCNC(=O)c1ccc(Cn2c(SCc3ccc([N+](=O)[O-])cc3)nc3ccncc32)cc1,4.67
COCCN1C(=O)/C(=C2/C(=O)Nc3ccccc32)SC1=S,6.4
COCCOc1ccc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)CCC3)cc1,6.61
COCCc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,5.55
COc1c(/C=C/C(=O)c2ccccc2)cc(OC)c2occc12,5.89
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2ccn(C3CC3)n2)ccn1,5.3
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2cn(C3CC3)cn2)ccn1,5.3
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2cnn(C3CC3)c2)ccn1,5.82
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2cnn(C3CC3)n2)ccn1,5.3
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2ncn(C3CC3)n2)ccn1,5.3
COc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2ccn(C4CC4)n2)CCC3)ccn1,5.3
COc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2cnn(C4CC4)c2)CCC3)ccn1,5.3
COc1cc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2nc(C(C)(C)O)c[se]2)CCC3)ccn1,7.94
COc1cc(-c2cccc(C(C)C)c2NC(=O)NS(=O)(=O)c2nc(C(C)(C)O)c[se]2)ccn1,7.95
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.62
COc1cc(C)cc(C)c1-c1ccc(N[C@@H]2CCCN(C)C2)nn1,5.07
COc1ccc(-c2ccc(S(=O)(=O)NC(=O)Nc3c(-c4cccc(OC)c4)ccc4c3CCC4)s2)cc1,5.03
COc1ccc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2ccc(Br)s2)CCC3)cc1,5.54
COc1ccc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2ccc(C(C)(C)C)cc2)CCC3)cc1,5.09
COc1ccc(-c2nnc(N(C)[C@@H]3CCCN(C)C3)c3nccn23)c(O)c1,7.28
COc1ccc(-c2nnc(N[C@@H]3CCCN(C)C3)c3nccn23)c(O)c1,8.35
COc1ccc(C/C(=N\O)c2nc3ccc(Cl)cc3o2)cc1,5.24
COc1ccc(C/C(=N\O)c2nc3ccc(OC)cc3o2)cc1,5.91
COc1ccc(CC(=O)Nc2cccc(B(O)O)c2)cc1,5.5
COc1ccc(CC(=O)Nc2cccc(O)c2)cc1,6.62
COc1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cc1,5.52
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,4.96
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NO)cc1,5.07
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,5.49
COc1ccc(N2C(=O)/C(=C\c3ccccc3C(F)(F)F)SC2=S)cc1,5.64
COc1ccc(S(=O)(=O)N/N=C(\C)c2nc3ccccc3o2)cc1,5.12
COc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(S(C)(=O)=O)CCC3)cc1,5.06
COc1cccc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2ccc(C(C)(C)C)cc2)CCC3)c1,5.04
COc1cccc(CCNC(=O)/C(=C/c2ccc(Br)cc2)CS(=O)(=O)CCC#N)c1,5.73
COc1ccccc1C(=O)O/N=C(\C)c1nc2ccccc2o1,4.4
COc1ccccc1CCNC(=O)/C(=C/c1ccc(Br)cc1)CS(=O)(=O)CCC#N,6.58
COc1cncc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2cc(C(C)(C)O)co2)CCC3)c1,7.5
CS(=O)(=O)CCC#N,6.0
CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)CCN3C(=O)c4ccccc4C3=O)S(=O)(=O)CCN3C(=O)c4ccccc4C3=O)cc21,4.93
CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)c3ccc(-c4ccccc4)cc3)S(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21,4.83
CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)c3ccccc3[N+](=O)[O-])S(=O)(=O)c3ccccc3[N+](=O)[O-])cc21,4.86
CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21,5.47
CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc4ccccc4c3)cc21,4.99
CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccccc3F)cc21,4.88
CS(=O)(=O)NC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,5.17
CS(=O)(=O)[N-]C(=O)Nc1c2c(cc3c1CCC3)CCC2.[Na+],5.55
CS(C)(=O)=Nc1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,7.44
CSc1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,7.21
C[C@@H]1CCc2c1nc1c(c2NC(=O)N=[S+]2([O-])NC(=O)c3ccc(C(C)(C)O)cc32)CCC1,7.4
C[C@@]1(CO)Cn2ncc([S@@+](N)([O-])=NC(=O)Nc3c4c(cc5c3CCC5)CCC4)c2O1,8.72
C[C@H](O)Cn1cc(F)c([S+](N)([O-])=NC(=O)Nc2c3c(nc4c2CCC42CC2)CCC3)n1,8.33
C[C@]1(O)C[C@@H](NC(=O)CN2C[C@@]3(C[C@@H]3F)c3cc(I)ccc3C2=O)C1,8.52
C[C@]1(O)C[C@@H](Nc2nnc(-c3ccc(C#N)cc3O)c3c2CCCC3)C1,8.52
C[C@]1(O)C[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3c2COC3)C1,9.1
Cc1c(-c2ccc(C(F)(F)F)cc2O)nnc(NC[C@@H](C)O)c1C#N,8.02
Cc1c(-c2ccc3c(c2O)CC3)nnc2c1OCCN2[C@@H]1CCCC[C@H]1O.O=C(O)C(F)(F)F,7.92
Cc1c(-c2ccc3c(c2O)CCC3)nnc2c1OCCN2[C@@H]1CCCC[C@H]1O.O=C(O)C(F)(F)F,7.54
Cc1c(N[C@@H]2CCCC[C@H]2O)nnc(-c2ccc(C(F)(F)F)cc2O)c1C,8.08
Cc1c(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cnn1C,5.59
Cc1c2c(c(NC(=O)NS(=O)(=O)/C=C/c3nccs3)c3c1CCC3)CCC2,6.53
Cc1cc(=S)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,6.22
Cc1cc(Br)cc(C)c1-n1cc2c(=O)[nH]c(N3C=COCC3)nc2n1,8.52
Cc1cc(Br)cc(C)c1-n1cc2c(=O)[nH]c(NCC(C)C)nc2n1,8.52
Cc1cc(C#N)cc(O)c1-c1ccc(N2CC[C@H]3CCN(C)C[C@H]32)nn1,8.629999999999999
Cc1cc(C(F)(F)F)cc(O)c1-c1ccc(N[C@@H]2CCCN(C)C2)nn1,8.55
Cc1cc(C(F)(F)F)cc(O)c1-c1ccc(N[C@@H]2CCCN(CCO)C2)nn1,8.525
Cc1cc(C(F)(F)F)cc(O)c1-c1ccc(N[C@@H]2CCCNC2)nn1,8.035
Cc1cc(C(F)(F)F)cc(O)c1-c1ccc(N[C@@H]2CCN(C)C2)nn1,6.99
Cc1cc(C(F)(F)F)cc(O)c1-c1ccc(N[C@H]2CCCN(C)C2)nn1,5.96
Cc1cc(C(F)(F)F)cc(O)c1-c1ccc(Nc2cccnc2)nn1,7.03
Cc1cc(C(F)(F)F)cc(O)c1-c1ccc(Nc2cncnc2)nn1,6.55
Cc1cc(C(F)(F)F)cc(O)c1-c1ccc(O[C@@H]2CCCN(C)C2)nn1,7.175
Cc1cc(C(F)(F)F)cc(O)c1-c1nnc(N[C@@H]2CCCN(C)C2)c2c1CCC2,8.2
Cc1cc(C(F)(F)F)cc(O)c1-c1nnc(N[C@@H]2CCCN(C)C2)n2nccc12,8.0
Cc1cc(C)c(-c2ccc(N(C)C3CC(C)(C)NC(C)(C)C3)nn2)c(O)c1,4.88
Cc1cc(C)c(-c2ccc(NC(C)C)nn2)c(O)c1,6.16
Cc1cc(C)c(-c2ccc(N[C@@H]3CCCN(C)C3)nn2)c(O)c1,8.55
Cc1cc(C)c(-c2ccc3cccnc3n2)c(O)c1,4.8
Cc1cc(Cl)cc(O)c1-c1ccc2oc(N3CC[C@H]4CCN(C)C[C@H]43)nc2n1,9.3
Cc1cc(Cl)cc(O)c1-c1ccc2oc(N[C@H]3CCCN4CCC[C@H]34)nc2n1,9.22
Cc1cc(F)ccc1-c1ccc2c(c1NC(=O)NS(=O)(=O)c1cc(C(C)(C)O)co1)CCC2,6.25
Cc1cc(N2CCC3CCN(C)CC32)nnc1-c1ccc(C#N)cc1O,8.46
Cc1cc(N2CC[C@H]3CCN(C)C[C@H]32)nnc1-c1ccc(C#N)cc1O,8.495000000000001
Cc1cc(NC2CCCN(C3CCC3)C2)nnc1-c1ccc2sccc2c1O,10.15
Cc1cc(N[C@@H]2CCCN(C)C2)nnc1-c1ccc(-c2ccc(F)cc2)cc1O,8.27
Cc1cc(N[C@@H]2CCCN(C)C2)nnc1-c1ccc(C(F)(F)F)cc1O,9.4
Cc1cc(N[C@@H]2CCCN(C)C2)nnc1-c1ccc(C2CC2)cc1O,9.42
Cc1cc(N[C@@H]2CCCN(C)C2)nnc1-c1ccc2ccccc2c1O,8.36
Cc1cc2c(c(O)c1-c1cc3c(nn1)N([C@@H]1CCCC[C@H]1O)CCO3)CCC2.O=C(O)C(F)(F)F,8.0
Cc1cc2c(c(O)c1-c1cc3c(nn1)N([C@@H]1CCCC[C@H]1O)CCO3)CCO2,7.96
Cc1cc2c(c(O)c1-c1nnc(N[C@@H]3CCCC[C@H]3O)c3cnccc13)CCO2,7.96
Cc1ccc(-c2nnc(Cn3nc(C(C)C)n4c(cc5sc(Cl)cc54)c3=O)o2)c(Cl)n1,6.48
Cc1ccc(-c2nnc(Cn3nc(C(C)C)n4c(cc5sc(Cl)cc54)c3=O)o2)cn1,6.36
Cc1ccc(-c2nnc(N[C@@H]3CCCN(C)C3)c3c2C2C=CC3CC2)c(O)c1,9.0
Cc1ccc(-c2nnc(N[C@@H]3CCCN(C)C3)c3cscc23)c(O)c1,7.96
Cc1ccc(-c2nnc(N[C@@H]3CCCN(C)C3)c3nccn23)c(O)c1,8.49
Cc1ccc(-c2nnc(N[C@@H]3CCCN(C)C3)n3nccc23)c(O)c1,7.96
Cc1ccc(C(C)(C)C)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,6.145
Cc1ccc(C(C)C)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,6.01
Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C(C)C)co1,7.62
Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,6.515000000000001
Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCC(S(=O)(=O)N(C)C)CC2)co1,8.07
Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCCC2)co1,5.965
Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCN(S(C)(=O)=O)CC2)co1,6.800000000000001
Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCOCC2)co1,6.96
Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCOCC2)co1,6.26
Cc1ccc(C(F)(F)F)nc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,5.795
Cc1ccc(C)c(Nc2nc(C(=O)NS(=O)(=O)N(C)C)co2)c1,5.625
Cc1ccc(C2CCC2)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,6.51
Cc1ccc(CC(=O)Nc2cccc(O)c2)cc1,5.55
Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,8.17
